cell,tf,conf,gates,tgt,hrs,net,pos,nblk,n,win,dd,wk,lo,hi,allsym,s_BEAT,s_AKEU,s_BANK,b0,b1,b2,b3
5/1m c=x none      1R all,5/1,x,none,1.0,all,-0.08860092179529416,2,4.0,83,0.46987951807228917,18.836440800124137,2.6543568267263122,-0.30861396953621917,0.13055848512927323,False,-0.09485259239848502,-0.4216120295948881,0.24937313778595788,0.38226169298339396,0.06297222929466405,-0.08605531675592808,-0.26648052928854365
5/1m c=x none      1R 18-24,5/1,x,none,1.0,18-24,-0.024831593424311755,1,4.0,12,0.5,2.350797378444171,0.3837624327797078,-0.552405338191324,0.5044386653226058,False,-0.17482744823750554,0.014825080024915338,0.29872095217365574,1.0249225285004968,-1.1428158585973685,-0.037942621984164704,-0.01302506837831749
5/1m c=x none      1.5R all,5/1,x,none,1.5,all,0.03340142778245762,3,4.0,78,0.4230769230769231,15.326026067509858,2.4944558130681007,-0.2508146742238826,0.3225327683234506,False,-0.011337190147639252,-0.2714256471149512,0.6653846729879914,0.5274968225791625,0.09035417258213108,0.16374695323809546,-0.14570850132701912
5/1m c=x none      1.5R 18-24,5/1,x,none,1.5,18-24,0.2384849688019374,3,4.0,12,0.5,2.20684624198395,0.3837624327797078,-0.43227582579518864,0.9194979515281986,True,0.042640345240274255,0.26544100430108375,0.6774850667797203,1.5474199092829968,-1.1428158585973685,0.21186556658153255,0.2541855552218194
5/1m c=x none      3R all,5/1,x,none,3.0,all,0.3049637930203338,4,4.0,72,0.3472222222222222,14.88752972507707,2.3025745966782467,-0.10230499944020645,0.7274378285530215,True,0.23285945873887484,0.002698124566499427,1.2375455646880245,0.45754977198438296,0.7496932809682677,0.5876895392812995,0.028908634559946744
5/1m c=x none      3R 18-24,5/1,x,none,3.0,18-24,0.5113780580457292,3,4.0,12,0.4166666666666667,3.1148774849857928,0.3837624327797078,-0.5203924822838218,1.619494275465647,False,-0.15984902131170445,1.1229509596748564,1.6698593087936562,1.3193998337149988,-1.1428158585973685,0.9096751803431157,0.5175752950931112
5/1m c=x A25       1R all,5/1,x,A25,1.0,all,-0.03907398286289974,2,4.0,43,0.4883720930232558,9.632093531309131,1.3751487174606196,-0.33404195338999093,0.26600724627563316,False,-0.08310963059956479,-0.44368731916170745,0.6531531481690344,0.6415362914120903,-0.01820551095725803,0.17464916444270712,-0.22461857818882452
5/1m c=x A25       1R 18-24,5/1,x,A25,1.0,18-24,-0.005431581310890443,1,3.0,8,0.5,2.0685171969579703,0.2558416218531385,-0.7555272649428683,0.7470001604218541,False,-0.2087189336914947,0.014825080024915338,0.9704918579205192,1.0249225285004968,,-0.03794262198416459,-0.19849798700385823
5/1m c=x A25       1.5R all,5/1,x,A25,1.5,all,-0.04909256137767475,2,4.0,41,0.3902439024390244,10.79446640993892,1.311188311997335,-0.41005906274848564,0.32240572902328424,False,-0.166415485100677,-0.3005807727617971,0.9834638921535095,0.3093157998673644,-0.10555595709360899,0.47441607551848775,-0.19907045569990367
5/1m c=x A25       1.5R 18-24,5/1,x,A25,1.5,18-24,0.24722837932271552,3,3.0,8,0.5,1.992631952989641,0.2558416218531385,-0.6964843962233181,1.1823878450692331,False,-0.004296182108715829,0.26544100430108375,1.4684259365231358,1.5474199092829968,,0.21186556658153255,0.0013351984271324558
5/1m c=x A25       3R all,5/1,x,A25,3.0,all,0.22414478972189864,3,4.0,38,0.34210526315789475,12.067743248755622,1.215247703802408,-0.35030292643109007,0.8302146386384458,False,0.10759334073948855,-0.32509511172842614,1.8638647847742567,0.6574554218438206,0.34400998248024184,1.3677887606036125,-0.1526969708328586
5/1m c=x A25       3R 18-24,5/1,x,A25,3.0,18-24,0.7913399730456524,3,3.0,8,0.5,1.9926319529896412,0.2558416218531385,-0.5194908202301939,2.076493413198121,True,0.22922364828231795,1.1229509596748564,2.9386996236039167,1.3193998337149988,,0.9096751803431161,0.6383939179927977
5/1m c=x DI        1R all,5/1,x,DI,1.0,all,-0.42255314919761205,0,3.0,10,0.3,5.3463907905298855,0.31980202731642315,-1.0357134036982403,0.21472691938472116,False,-0.7981429431502742,,1.0798060266130367,,-1.0789667573575248,-0.03820834967685677,-0.18244290410996628
5/1m c=x DI        1R 18-24,5/1,x,DI,1.0,18-24,-1.0745751966908073,0,3.0,3,0.0,2.0809097314750535,0.09594060819492695,-1.1428158585973685,-1.0168793480884721,False,-1.0745751966908073,,,,-1.1428158585973685,-1.0640303833865816,-1.0168793480884721
5/1m c=x DI        1.5R all,5/1,x,DI,1.5,all,-0.46335872238412346,1,3.0,9,0.2222222222222222,4.641126569573042,0.28782182458478084,-1.062040281515662,0.40045326626335337,False,-0.7099849155306686,,1.509650822788237,,-1.0789667573575248,0.31442376080156575,-0.390543937746917
5/1m c=x DI        1.5R 18-24,5/1,x,DI,1.5,18-24,-1.0745751966908073,0,3.0,3,0.0,2.0809097314750535,0.09594060819492695,-1.1428158585973685,-1.0168793480884721,False,-1.0745751966908073,,,,-1.1428158585973685,-1.0640303833865816,-1.0168793480884721
5/1m c=x DI        3R all,5/1,x,DI,3.0,all,-0.13806021439797483,1,3.0,9,0.2222222222222222,4.135856957162487,0.28782182458478084,-1.0611019016460423,1.2293163952574175,False,-0.5314798440462513,,3.0092968227882366,,-1.0789667573575248,1.028444046739235,-0.015632437746917027
5/1m c=x DI        3R 18-24,5/1,x,DI,3.0,18-24,-1.0745751966908073,0,3.0,3,0.0,2.0809097314750535,0.09594060819492695,-1.1428158585973685,-1.0168793480884721,False,-1.0745751966908073,,,,-1.1428158585973685,-1.0640303833865816,-1.0168793480884721
5/1m c=x DI+A25    1R all,5/1,x,DI+A25,1.0,all,-0.33589701528736454,1,3.0,6,0.3333333333333333,3.136241390277953,0.1918812163898539,-1.047746001265472,0.4044473543918551,False,-1.0437485362375651,,1.0798060266130367,,-1.0470422067376033,-1.0640303833865816,0.38091090171253383
5/1m c=x DI+A25    1R 18-24,5/1,x,DI+A25,1.0,18-24,-1.040454865737527,0,2.0,2,0.0,1.0168793480884724,0.06396040546328463,-1.0640303833865816,-1.0168793480884721,False,-1.040454865737527,,,,,-1.0640303833865816,-1.0168793480884721
5/1m c=x DI+A25    1.5R all,5/1,x,DI+A25,1.5,all,-0.5330686644324046,1,3.0,5,0.2,3.136241390277953,0.15990101365821158,-1.0554953678102534,0.4913482922946681,False,-1.0437485362375651,,1.509650822788237,,-1.0470422067376033,-1.0640303833865816,0.24638573734988245
5/1m c=x DI+A25    1.5R 18-24,5/1,x,DI+A25,1.5,18-24,-1.040454865737527,0,2.0,2,0.0,1.0168793480884724,0.06396040546328463,-1.0640303833865816,-1.0168793480884721,False,-1.040454865737527,,,,,-1.0640303833865816,-1.0168793480884721
5/1m c=x DI+A25    3R all,5/1,x,DI+A25,3.0,all,-0.2331394644324048,1,3.0,5,0.2,3.136241390277953,0.15990101365821158,-1.0554953678102537,1.3893961473779313,False,-1.0437485362375651,,3.0092968227882366,,-1.0470422067376033,-1.0640303833865816,0.9962087373498822
5/1m c=x DI+A25    3R 18-24,5/1,x,DI+A25,3.0,18-24,-1.040454865737527,0,2.0,2,0.0,1.0168793480884724,0.06396040546328463,-1.0640303833865816,-1.0168793480884721,False,-1.040454865737527,,,,,-1.0640303833865816,-1.0168793480884721
5/1m c=x ST        1R all,5/1,x,ST,1.0,all,-0.5251568548239424,0,4.0,12,0.25,7.292624183888687,0.3837624327797078,-1.030414683656794,-0.011317597401866346,False,-0.6646955527886859,,1.009768822788237,-0.009513448393429824,-1.0470422067376033,-0.6329554551983574,-0.34133122387781856
5/1m c=x ST        1R 18-24,5/1,x,ST,1.0,18-24,-0.3519957343248523,1,3.0,3,0.3333333333333333,2.080909731475054,0.09594060819492695,-1.0640303833865816,1.0249225285004968,False,-0.3519957343248523,,,1.0249225285004968,,-1.0640303833865816,-1.0168793480884721
5/1m c=x ST        1.5R all,5/1,x,ST,1.5,all,-0.381186554678997,1,4.0,12,0.25,6.587359962931841,0.3837624327797078,-1.0336127329876956,0.29182508239264354,False,-0.5530808617214729,,1.509650822788237,0.25173524199782016,-1.0470422067376033,-0.49190261100698834,-0.17470389054448524
5/1m c=x ST        1.5R 18-24,5/1,x,ST,1.5,18-24,-0.17782994073068567,1,3.0,3,0.3333333333333333,2.080909731475054,0.09594060819492695,-1.0640303833865816,1.5474199092829968,False,-0.17782994073068567,,,1.5474199092829968,,-1.0640303833865816,-1.0168793480884721
5/1m c=x ST        3R all,5/1,x,ST,3.0,all,-0.15621434665338527,2,4.0,12,0.25,6.186153454446348,0.3837624327797078,-1.0294257525491857,0.7404813749597103,False,-0.44398808932989636,,3.0092968227882366,0.13772520421382117,-1.0470422067376033,-0.20629449663192068,0.3251781094555146
5/1m c=x ST        3R 18-24,5/1,x,ST,3.0,18-24,-0.253836632586685,1,3.0,3,0.3333333333333333,2.080909731475054,0.09594060819492695,-1.0640303833865816,1.3193998337149988,False,-0.253836632586685,,,1.3193998337149988,,-1.0640303833865816,-1.0168793480884721
5/1m c=x ST+A25    1R all,5/1,x,ST+A25,1.0,all,-0.5823422701647343,0,4.0,9,0.2222222222222222,6.231822357483987,0.28782182458478084,-1.0422552740926116,0.09948190882411938,False,-0.7813561567838556,,1.009768822788237,-0.009513448393429824,-1.0470422067376033,-1.0402861986401024,-0.003555262650117519
5/1m c=x ST+A25    1R 18-24,5/1,x,ST+A25,1.0,18-24,-0.3519957343248523,1,3.0,3,0.3333333333333333,2.080909731475054,0.09594060819492695,-1.0640303833865816,1.0249225285004968,False,-0.3519957343248523,,,1.0249225285004968,,-1.0640303833865816,-1.0168793480884721
5/1m c=x ST+A25    1.5R all,5/1,x,ST+A25,1.5,all,-0.46874456118890095,2,4.0,9,0.2222222222222222,6.231822357483986,0.28782182458478084,-1.04296550445559,0.38595865840502025,False,-0.7160439841860432,,1.509650822788237,0.25173524199782016,-1.0470422067376033,-1.0402861986401024,0.24638573734988245
5/1m c=x ST+A25    1.5R 18-24,5/1,x,ST+A25,1.5,18-24,-0.17782994073068567,1,3.0,3,0.3333333333333333,2.080909731475054,0.09594060819492695,-1.0640303833865816,1.5474199092829968,False,-0.17782994073068567,,,1.5474199092829968,,-1.0640303833865816,-1.0168793480884721
5/1m c=x ST+A25    3R all,5/1,x,ST+A25,3.0,all,-0.3274527918075674,2,4.0,9,0.2222222222222222,6.231822357483986,0.28782182458478084,-1.0420872732257185,0.647470964055137,False,-0.744546493632043,,3.0092968227882366,0.13772520421382117,-1.0470422067376033,-1.0402861986401024,0.9962087373498822
5/1m c=x ST+A25    3R 18-24,5/1,x,ST+A25,3.0,18-24,-0.253836632586685,1,3.0,3,0.3333333333333333,2.080909731475054,0.09594060819492695,-1.0640303833865816,1.3193998337149988,False,-0.253836632586685,,,1.3193998337149988,,-1.0640303833865816,-1.0168793480884721
5/1m c=x ST+DI     1R all,5/1,x,ST+DI,1.0,all,-0.4563563977803395,0,3.0,7,0.2857142857142857,3.165510852578306,0.22386141912149624,-1.043337021989436,0.14465610212542546,False,-0.7007106012084355,,1.009768822788237,,-1.0470422067376033,-0.03820834967685666,-0.34133122387781856
5/1m c=x ST+DI     1R 18-24,5/1,x,ST+DI,1.0,18-24,-1.040454865737527,0,2.0,2,0.0,1.0168793480884724,0.06396040546328463,-1.0640303833865816,-1.0168793480884721,False,-1.040454865737527,,,,,-1.0640303833865816,-1.0168793480884721
5/1m c=x ST+DI     1.5R all,5/1,x,ST+DI,1.5,all,-0.28419265192936155,1,3.0,7,0.2857142857142857,3.097792877808274,0.22386141912149624,-1.042107034026323,0.8077108123997209,False,-0.5831665643822946,,1.509650822788237,,-1.0470422067376033,0.31442376080156564,-0.17470389054448524
5/1m c=x ST+DI     1.5R 18-24,5/1,x,ST+DI,1.5,18-24,-1.040454865737527,0,2.0,2,0.0,1.0168793480884724,0.06396040546328463,-1.0640303833865816,-1.0168793480884721,False,-1.040454865737527,,,,,-1.0640303833865816,-1.0168793480884721
5/1m c=x ST+DI     3R all,5/1,x,ST+DI,3.0,all,0.13404828690997242,2,3.0,7,0.2857142857142857,3.097792877808274,0.22386141912149624,-1.042107034026323,1.3413453599125116,False,-0.3451598024030716,,3.0092968227882366,,-1.0470422067376033,1.0284440467392346,0.3251781094555146
5/1m c=x ST+DI     3R 18-24,5/1,x,ST+DI,3.0,18-24,-1.040454865737527,0,2.0,2,0.0,1.0168793480884724,0.06396040546328463,-1.0640303833865816,-1.0168793480884721,False,-1.040454865737527,,,,,-1.0640303833865816,-1.0168793480884721
5/1m c=x ST+DI+A25 1R all,5/1,x,ST+DI+A25,1.0,all,-0.6330450644324047,0,3.0,5,0.2,3.136241390277953,0.15990101365821158,-1.0553316588028987,0.18967934737793152,False,-1.0437485362375651,,1.009768822788237,,-1.0470422067376033,-1.0640303833865816,-0.003555262650117519
5/1m c=x ST+DI+A25 1R 18-24,5/1,x,ST+DI+A25,1.0,18-24,-1.040454865737527,0,2.0,2,0.0,1.0168793480884724,0.06396040546328463,-1.0640303833865816,-1.0168793480884721,False,-1.040454865737527,,,,,-1.0640303833865816,-1.0168793480884721
5/1m c=x ST+DI+A25 1.5R all,5/1,x,ST+DI+A25,1.5,all,-0.5330686644324046,1,3.0,5,0.2,3.136241390277953,0.15990101365821158,-1.0539193319008722,0.4902893918040192,False,-1.0437485362375651,,1.509650822788237,,-1.0470422067376033,-1.0640303833865816,0.24638573734988245
5/1m c=x ST+DI+A25 1.5R 18-24,5/1,x,ST+DI+A25,1.5,18-24,-1.040454865737527,0,2.0,2,0.0,1.0168793480884724,0.06396040546328463,-1.0640303833865816,-1.0168793480884721,False,-1.040454865737527,,,,,-1.0640303833865816,-1.0168793480884721
5/1m c=x ST+DI+A25 3R all,5/1,x,ST+DI+A25,3.0,all,-0.2331394644324048,1,3.0,5,0.2,3.136241390277953,0.15990101365821158,-1.0539193319008722,1.3893961473779313,False,-1.0437485362375651,,3.0092968227882366,,-1.0470422067376033,-1.0640303833865816,0.9962087373498822
5/1m c=x ST+DI+A25 3R 18-24,5/1,x,ST+DI+A25,3.0,18-24,-1.040454865737527,0,2.0,2,0.0,1.0168793480884724,0.06396040546328463,-1.0640303833865816,-1.0168793480884721,False,-1.040454865737527,,,,,-1.0640303833865816,-1.0168793480884721
5/1m c=- none      1R all,5/1,-,none,1.0,all,-0.01693371526854677,2,4.0,480,0.50625,30.230219523884823,15.350497311188313,-0.1062372876916299,0.07492094241214596,False,-0.029032782426341268,0.2067911883268879,-0.14129181199358415,0.03293982866562664,0.14341674693525258,-0.2381427005865302,-0.005488066597154185
5/1m c=- none      1R 18-24,5/1,-,none,1.0,18-24,0.06948563965397453,2,4.0,124,0.5483870967741935,9.305044057840028,3.9655451387236473,-0.10615877338647946,0.24389436055379005,False,0.08255485012500631,0.0756087180192158,-0.027743338821011383,-0.1486177839019183,0.2956979629042069,-0.1097239539774064,0.12144390048088395
5/1m c=- none      1.5R all,5/1,-,none,1.5,all,-0.05714367910875831,1,4.0,379,0.39050131926121373,40.626655974011115,12.120496835292439,-0.1819747864113486,0.06953192057174733,False,-0.07908548475401384,-0.02777610319262642,0.09924774926467629,-0.008878593303534736,-0.19214917144781277,-0.21971777425639327,0.03883897212280176
5/1m c=- none      1.5R 18-24,5/1,-,none,1.5,18-24,0.08075515836876913,3,4.0,120,0.44166666666666665,8.397349159204186,3.8376243277970783,-0.1510834580291624,0.320208166654287,False,0.10936610027264854,-0.11288266995040387,0.03875348912893747,-0.2983644505443976,0.1923499413026384,0.05037349733047185,0.11065724356737516
5/1m c=- none      3R all,5/1,-,none,3.0,all,-0.012191402631089861,2,4.0,259,0.26640926640926643,32.49283118488698,8.28287250749536,-0.20441267401043506,0.19109717250047176,False,-0.04815296681377192,0.28104821215641757,0.10055203641908536,0.0275273819585956,-0.1576140628293592,-0.21593138673544807,0.13689495967161075
5/1m c=- none      3R 18-24,5/1,-,none,3.0,18-24,-0.04680010959161411,1,4.0,113,0.26548672566371684,21.79878020864599,3.613762908675582,-0.34988290988133575,0.27909462175689387,False,-0.01362988166037548,-0.25275500504922443,-0.09961906619519284,-0.09969685616191017,0.260292330675347,-0.0614398099439485,-0.10242654812379957
5/1m c=- A25       1R all,5/1,-,A25,1.0,all,-0.058553840788494446,1,4.0,298,0.48322147651006714,27.91088201740847,9.53010041402941,-0.16912679804198846,0.05862439277881287,False,-0.08023862956466164,0.2544331432812666,-0.21500631922989122,-0.09986274242368665,0.1604074595536408,-0.2031597206923797,-0.07551489220307481
5/1m c=- A25       1R 18-24,5/1,-,A25,1.0,18-24,0.19629444350400202,4,4.0,61,0.6065573770491803,3.4773561582644863,1.9507923666301814,-0.04115281425978387,0.42502908056969996,False,0.2751373313439017,0.1327341765225747,-0.36029501440353046,0.1160639393893561,0.5222555208921895,0.2415663587530191,0.10394691902776028
5/1m c=- A25       1.5R all,5/1,-,A25,1.5,all,-0.07666933774450677,1,4.0,245,0.3836734693877551,32.74661735905414,7.835149669252368,-0.2301858568539233,0.07506648914422222,False,-0.1298593325105755,0.18206622539767034,0.06538269701599735,-0.10891075072297206,-0.038538859462230256,-0.32370131994512014,0.008337075652098621
5/1m c=- A25       1.5R 18-24,5/1,-,A25,1.5,18-24,0.3786578023824178,4,4.0,61,0.5573770491803278,3.1917093508152377,1.9507923666301814,0.052606947987405346,0.6899143239258856,False,0.4970348186573199,0.05773895108495686,-0.193953001303095,0.0228313899216188,0.8022776174848187,0.5817855532156609,0.24038388081823434
5/1m c=- A25       3R all,5/1,-,A25,3.0,all,-0.0956264013310974,2,4.0,184,0.25,41.84937461627625,5.8843573026221865,-0.32463596465099126,0.14507780181711907,False,-0.11308455879319863,0.026285746499312406,-0.05002872384662506,0.2766097721547436,0.033182183316031455,-0.44125429609643635,-0.12476828991766953
5/1m c=- A25       3R 18-24,5/1,-,A25,3.0,18-24,0.1583818426211166,3,4.0,57,0.3333333333333333,13.312429926950035,1.8228715557036121,-0.29296634124739424,0.6336382199629216,False,0.1972738712026288,0.20369838816200528,-0.25508957836973695,0.14287319151209082,1.2520851526576737,0.08894160003595007,-0.11550753331948857
5/1m c=- DI        1R all,5/1,-,DI,1.0,all,-0.07951103083162663,1,4.0,288,0.4756944444444444,33.8575006069796,9.210298386712987,-0.19935348965357613,0.04271390436717038,False,-0.10178071751723905,0.13424640591256562,-0.06921468259806234,-0.05280730848146807,0.06255871665841219,-0.16631291725298736,-0.09593874784871942
5/1m c=- DI        1R 18-24,5/1,-,DI,1.0,18-24,0.151036085680741,2,3.0,59,0.5932203389830508,4.036768287247116,1.8868319611668967,-0.11001309710596718,0.39583924853194874,False,0.10224310014131924,-0.022792392363513936,0.665397786282189,,0.17553967982421556,-0.018261042110858265,0.23743970832016503
5/1m c=- DI        1.5R all,5/1,-,DI,1.5,all,-0.12356195720173724,0,4.0,251,0.3665338645418327,33.46063844699064,8.027030885642223,-0.2738484545106942,0.021907287778415625,False,-0.10783566113430029,-0.09383679602346574,-0.3098012078130716,-0.17504719409282216,-0.34729704205058237,-0.06566936841748368,-0.0747318769245466
5/1m c=- DI        1.5R 18-24,5/1,-,DI,1.5,18-24,0.0629778028289694,2,3.0,59,0.4406779661016949,7.200681302968176,1.8868319611668967,-0.2562858069584269,0.3980087850295843,False,0.029460609124680025,-0.40997076762285045,0.6520005983818792,,-0.5066485860928178,0.11669237035794516,0.1717701936123856
5/1m c=- DI        3R all,5/1,-,DI,3.0,all,-0.13680444834605246,2,4.0,191,0.2356020942408377,36.896429043014166,6.1082187217436825,-0.36912531680055194,0.10852289394549816,False,-0.08130346956881986,0.15211011273432357,-0.7999047345400901,0.024346467460006987,-0.5040594199562352,-0.22816160669650698,0.017315405404724097
5/1m c=- DI        3R 18-24,5/1,-,DI,3.0,18-24,0.09421480590530723,2,3.0,57,0.2982456140350877,11.261292142290138,1.8228715557036121,-0.3783173160830848,0.5760224038656329,False,0.15415417577445484,-1.0486160191190774,0.38657695861324076,,-0.30697023212304997,0.07523740561159692,0.20876556427671508
5/1m c=- DI+A25    1R all,5/1,-,DI+A25,1.0,all,-0.07716855271783098,1,4.0,123,0.4715447154471545,14.752126873912834,3.933564935992005,-0.2519076657216158,0.11135053993663815,False,-0.03622727597373136,-0.1460755985792931,-0.3734891206465811,-0.36491236772261637,-0.06956159885139812,0.11905328952870767,-0.1031889911644632
5/1m c=- DI+A25    1R 18-24,5/1,-,DI+A25,1.0,18-24,0.3421375243566033,2,3.0,19,0.6842105263157895,2.1948555481842877,0.607623851901204,-0.09235925775275237,0.7553708311795732,False,0.38459792587909974,-1.0125311574509208,0.9749793802816874,,-0.022038606532972627,0.4929529400769826,0.2890074061361718
5/1m c=- DI+A25    1.5R all,5/1,-,DI+A25,1.5,all,-0.013519175790367788,1,4.0,114,0.41228070175438597,12.351903690132382,3.6457431114072243,-0.2270459740382722,0.22299463268529326,False,0.04683852404723528,0.07321041435989052,-0.600263729980096,-0.21365835186371918,-0.14648100827154398,0.2606163192694741,-0.037381307749743346
5/1m c=- DI+A25    1.5R 18-24,5/1,-,DI+A25,1.5,18-24,0.6577219202244855,2,3.0,19,0.6842105263157895,2.029410505539394,0.607623851901204,0.09865002900779657,1.1943931394606961,False,0.7086866412666463,-1.0125311574509208,1.4615747401831578,,-0.17777188402294564,0.9191736332390466,0.6109856873776383
5/1m c=- DI+A25    3R all,5/1,-,DI+A25,3.0,all,-0.10606038255702237,1,4.0,101,0.25742574257425743,18.426717981139266,3.2300004758958742,-0.3976789327964485,0.21553647663094336,False,0.012007589634656266,-0.14959820453866035,-1.067354873579976,-0.5031816401718895,-0.39628821090943067,-0.15160435146613038,0.057584456756814284
5/1m c=- DI+A25    3R 18-24,5/1,-,DI+A25,3.0,18-24,0.2658110710777486,2,3.0,19,0.3684210526315789,4.030256586734284,0.607623851901204,-0.5057258465873186,1.1927390340502169,False,0.42131550888090913,-1.0125311574509208,-1.099422143047311,,-0.17777188402294564,0.4234375193937461,0.2242726625970161
5/1m c=- ST        1R all,5/1,-,ST,1.0,all,-0.05679598703139693,1,4.0,331,0.486404833836858,32.52905042845374,10.585447104173607,-0.16521905190795294,0.05606007409644319,False,-0.08193482260425104,0.22570621926677129,-0.08142977280779896,0.06421528048421214,-0.015181911711652741,-0.15886678171636415,-0.05249213117677049
5/1m c=- ST        1R 18-24,5/1,-,ST,1.0,18-24,0.2009407300648153,4,4.0,75,0.6133333333333333,5.250391164529276,2.3985152048731737,-0.032085789659426774,0.42565107442934436,False,0.16023259586902855,-0.022792392363513936,0.7009768840996247,0.005200666842285651,0.3034897602635368,0.1003514638184658,0.26512317972050076
5/1m c=- ST        1.5R all,5/1,-,ST,1.5,all,-0.10053232468374834,0,4.0,289,0.3737024221453287,33.93414184747444,9.242278589444629,-0.23449052559520578,0.037155451599574535,False,-0.11226973661863965,0.1341851082562639,-0.17376765707344607,-0.13279991678639694,-0.2793471232893784,-0.0792857153946251,-0.05155976997900726
5/1m c=- ST        1.5R 18-24,5/1,-,ST,1.5,18-24,0.13432398258909434,2,4.0,74,0.4594594594594595,6.01737240810516,2.3665350021415317,-0.14967117531511948,0.4234002301030532,False,0.09904758858238641,-0.40997076762285045,0.7628371001991486,-0.3332801297234353,-0.165959411823467,0.24841327687564618,0.1839138186995248
5/1m c=- ST        3R all,5/1,-,ST,3.0,all,-0.17952332636353804,1,4.0,214,0.22429906542056074,49.26899534660703,6.843763384571456,-0.39388788472363623,0.03956767685671908,False,-0.1684636538342969,0.552194789214124,-0.7174905941252931,-0.15868248927272138,-0.2969242052955834,-0.4856683494420812,0.002519922185057347
5/1m c=- ST        3R 18-24,5/1,-,ST,3.0,18-24,0.04476973171125198,2,4.0,70,0.2857142857142857,13.303316487651475,2.238614191214962,-0.359869174007728,0.44696309071171314,False,0.10615912452605937,-1.0486160191190774,0.15213670703234902,-0.3902851486154348,-0.08941128206632076,0.07992859035091777,0.10768722866985753
5/1m c=- ST+A25    1R all,5/1,-,ST+A25,1.0,all,-0.15930827411068785,0,4.0,180,0.43333333333333335,31.684075189403114,5.756436491695617,-0.31874814610247976,-0.005393265419893565,False,-0.14174462174843383,-0.02162597597468659,-0.3974602425534722,-0.038285452671696134,-0.13083603223732276,-0.21087557896952036,-0.17930162592176954
5/1m c=- ST+A25    1R 18-24,5/1,-,ST+A25,1.0,18-24,0.27648098518856273,4,4.0,34,0.6470588235294118,3.362642071198808,1.0873268928758388,-0.06911117416843801,0.5888927556746796,False,0.339299040648665,-1.0125311574509208,-0.05269280312328167,0.005200666842285651,0.020305081143990877,0.49121936625543006,0.2431212935286333
5/1m c=- ST+A25    1.5R all,5/1,-,ST+A25,1.5,all,-0.14584469697958563,0,4.0,169,0.35502958579881655,28.43339865347881,5.4046542616475515,-0.3226824517928276,0.04085867655413419,False,-0.14993341968099794,0.22643346020251998,-0.3624561097956387,-0.1561988341508201,-0.22979327128164578,-0.12261375549398763,-0.12389257937387961
5/1m c=- ST+A25    1.5R 18-24,5/1,-,ST+A25,1.5,18-24,0.47107484445229775,3,4.0,34,0.5882352941176471,2.7796836000374423,1.0873268928758388,0.052029949557789903,0.8575398386381474,False,0.536591725002439,-1.0125311574509208,0.19736619687671664,-0.3332801297234353,0.26951354032766467,0.9005517023577466,0.3903564743334461
5/1m c=- ST+A25    3R all,5/1,-,ST+A25,3.0,all,-0.17125093500694,0,4.0,136,0.23529411764705882,26.763361996657576,4.349307571503355,-0.42380025587249187,0.0908342548926754,False,-0.13161940223602991,0.6104473210615254,-0.8415305179137811,-0.24828235858734954,-0.05807045222880278,-0.47026423328320016,-0.11238391311766503
5/1m c=- ST+A25    3R 18-24,5/1,-,ST+A25,3.0,18-24,0.057547086318374116,3,4.0,33,0.30303030303030304,5.988080945612323,1.0553466901441966,-0.45678975070676925,0.6633082646198245,False,0.16886295133529722,-1.0125311574509208,-1.0771517670508242,-0.3902851486154348,0.042372183680384645,0.17845507418367443,0.09483570658758064
5/1m c=- ST+DI     1R all,5/1,-,ST+DI,1.0,all,-0.05909945912291414,1,4.0,247,0.48582995951417,24.556245351683327,7.899110074715653,-0.18838102220541209,0.05883348880661646,False,-0.07433890792118887,0.15057250040472867,-0.13353426442100522,0.0017888821508861494,-0.01824146056160128,-0.12193679196368748,-0.056052381762607344
5/1m c=- ST+DI     1R 18-24,5/1,-,ST+DI,1.0,18-24,0.16065022869923226,2,3.0,52,0.5961538461538461,4.036768287247115,1.6629705420454004,-0.10690891455206078,0.4262595044122607,False,0.12622265405587643,-0.022792392363513936,0.6034814674822894,,0.10915810065232696,-0.018261042110858303,0.2805765567963411
5/1m c=- ST+DI     1.5R all,5/1,-,ST+DI,1.5,all,-0.10742889141491557,0,4.0,220,0.37272727272727274,27.14912637755912,7.03564460096131,-0.2629043813682706,0.056873678060358424,False,-0.09410937595701743,0.07768011514870675,-0.41241353709962125,-0.06176353647047668,-0.41240265877227333,-0.02523977928692463,-0.06577956031621048
5/1m c=- ST+DI     1.5R 18-24,5/1,-,ST+DI,1.5,18-24,0.03665898487517401,2,3.0,52,0.4230769230769231,6.0640099918199315,1.6629705420454004,-0.30860514610694556,0.3905633882806337,False,0.02548189381144962,-0.40997076762285045,0.49008577002162335,,-1.0352407764512193,0.11669237035794512,0.17179339411455627
5/1m c=- ST+DI     3R all,5/1,-,ST+DI,3.0,all,-0.17011973359754387,2,4.0,173,0.2254335260115607,40.924032647818535,5.5325750725741205,-0.4066062512752287,0.07041042401005908,False,-0.15454084603530605,0.0722854029627687,-0.41405266039760474,0.06062057914268779,-0.7458113603584106,-0.2895981874281584,0.030213748858008354
