label,trades,symbol,family,swing_n,struct_tf,exec_tf,trigger,grid,candidate,split,effective_n,symbols,win_rate,gross_r,median_r,median_gross_r,fee_r,slip_r,funding_r,cost_r,net_r,gross_total_r,net_total_r,profit_factor,pf_gross,max_dd_r,stop_pct_median,cost_over_gross,pct_long,pct_target,pct_stop,ambiguous_pct,hold_median_min,trades_per_day,p_hit_05r,p_hit_1r,p_hit_2r,conf_delay_bars_median,conf_delay_min_median,signal_lag_min_median,disp_atr_median,break_dist_atr_median,bars_between_swings_median,mfe_r_median,t_gross,t_net,gross_ci_low,gross_ci_high,net_ci_low,net_ci_high
D|N2|60m|level|ETHUSD,330,ETHUSD,D,2,60,60,level,primary,D|N2|60m|level,train,330.0,1,0.3333,0.0182,-1.0531,-1.0,0.3622,0.1228,-3e-05,0.4849,-0.4668,6.0,-154.0,0.568,1.028,169.3,1.8258,26.672,57.9,33.9,66.1,0.9,456.5,0.94,0.6879,0.5152,0.3364,2.0,120.0,300.0,0.888,-0.841,3.0,1.108,0.234,-2.349,-0.1273,0.1727,-0.8897,-0.1384
D|N2|60m|level|SOLUSD,355,SOLUSD,D,2,60,60,level,primary,D|N2|60m|level,train,355.0,1,0.3408,0.031,-1.048,-1.0,0.6475,0.2195,0.00226,0.8692,-0.8382,11.0,-297.6,0.422,1.047,305.5,2.0553,28.052,48.7,34.4,65.6,0.0,358.0,1.02,0.6986,0.5211,0.3437,2.0,120.0,300.0,0.923,-0.862,4.0,1.118,0.433,-1.267,-0.1042,0.1746,-2.2655,-0.0551
D|N2|60m|level|XRPUSD,307,XRPUSD,D,2,60,60,level,primary,D|N2|60m|level,train,307.0,1,0.3648,0.1238,-1.0454,-1.0,0.2765,0.0937,0.00041,0.3707,-0.2469,38.0,-75.8,0.732,1.198,98.6,2.0652,2.995,47.9,37.5,62.5,1.0,425.0,0.88,0.6417,0.5049,0.3713,2.0,120.0,300.0,0.873,-1.05,4.0,1.071,1.628,-1.81,-0.0326,0.2704,-0.5359,0.0041
D|N3|5m|oneshot|BTCUSD,1041,BTCUSD,D,3,5,5,oneshot,primary,D|N3|5m|oneshot,train,870.1,1,0.316,-0.0432,-1.2327,-1.0,0.3288,0.1114,-0.00025,0.44,-0.4832,-45.0,-503.0,0.506,0.937,512.0,0.4571,,50.7,31.9,68.1,0.0,117.0,2.95,0.6705,0.4957,0.3189,3.0,15.0,30.0,0.9,0.53,4.0,0.984,-0.862,-8.28,-0.1268,0.0461,-0.5855,-0.3752
D|N3|5m|oneshot|ETHUSD,1158,ETHUSD,D,3,5,5,oneshot,primary,D|N3|5m|oneshot,train,1128.3,1,0.3446,0.0337,-1.1453,-1.0,0.1914,0.0649,0.00038,0.2567,-0.223,39.0,-258.3,0.73,1.051,260.9,0.7218,7.622,50.4,34.5,65.5,0.1,118.0,3.28,0.6813,0.4983,0.3446,3.0,15.0,30.0,0.776,0.48,4.0,0.995,0.8,-5.046,-0.0466,0.1166,-0.3135,-0.1396
D|N3|5m|oneshot|SOLUSD,1296,SOLUSD,D,3,5,5,oneshot,primary,D|N3|5m|oneshot,train,1296.0,1,0.3503,0.0509,-1.1177,-1.0,0.1568,0.0532,-0.00053,0.2095,-0.1585,66.0,-205.5,0.798,1.078,209.1,0.8649,4.113,48.7,35.0,65.0,0.0,120.0,3.67,0.6744,0.5154,0.3503,3.0,15.0,30.0,0.774,0.515,4.0,1.046,1.357,-4.186,-0.0208,0.125,-0.2317,-0.083
D|N3|5m|oneshot|XRPUSD,1162,XRPUSD,D,3,5,5,oneshot,primary,D|N3|5m|oneshot,train,1153.3,1,0.3408,0.0224,-1.1293,-1.0,0.181,0.0614,-0.00087,0.2415,-0.2192,26.0,-254.7,0.733,1.034,269.6,0.7761,10.795,48.6,34.1,65.9,0.0,112.0,3.3,0.6558,0.4948,0.3408,3.0,15.0,25.0,0.951,0.5,4.0,0.987,0.613,-5.793,-0.0499,0.0921,-0.2905,-0.1462
D|N3|5m|level|BTCUSD,1109,BTCUSD,D,3,5,5,level,primary,D|N3|5m|level,train,1109.0,1,0.2678,-0.0289,-1.2271,-1.0,2.3149,0.7847,0.00074,3.1004,-3.1292,-32.0,-3470.3,0.118,0.957,3475.1,0.4275,,53.2,32.4,67.6,2.1,87.0,3.21,0.6438,0.5032,0.3237,3.0,15.0,40.0,1.169,-0.055,6.0,1.147,-0.678,-5.413,-0.1073,0.0577,-4.3272,-2.1458
D|N3|5m|level|ETHUSD,1271,ETHUSD,D,3,5,5,level,primary,D|N3|5m|level,train,1271.0,1,0.3234,0.0409,-1.1195,-1.0,0.6907,0.2342,0.00038,0.9253,-0.8844,52.0,-1124.0,0.38,1.063,1130.8,0.7421,22.616,52.7,34.7,65.3,1.6,92.0,3.61,0.6475,0.4925,0.3462,3.0,15.0,40.0,1.054,0.142,5.0,1.054,0.957,-7.204,-0.0417,0.1259,-1.1469,-0.6569
D|N3|5m|level|SOLUSD,1307,SOLUSD,D,3,5,5,level,primary,D|N3|5m|level,train,1307.0,1,0.3252,0.0214,-1.1022,-1.0,0.9018,0.3057,0.00066,1.2081,-1.1867,28.0,-1551.0,0.321,1.032,1549.7,0.9179,56.393,49.4,34.0,66.0,1.5,87.0,3.71,0.6266,0.4828,0.3405,3.0,15.0,35.0,1.169,0.3,5.0,1.036,0.564,-3.742,-0.052,0.0995,-1.8644,-0.6531
D|N3|5m|level|XRPUSD,1134,XRPUSD,D,3,5,5,level,primary,D|N3|5m|level,train,1134.0,1,0.328,0.0476,-1.0989,-1.0,0.6428,0.2179,0.00017,0.8608,-0.8132,54.0,-922.1,0.405,1.073,927.6,0.8116,18.077,52.6,34.9,65.1,1.8,95.0,3.24,0.6534,0.4947,0.3492,3.0,15.0,40.0,1.145,0.27,5.0,1.075,1.164,-6.796,-0.0344,0.127,-1.0541,-0.5814
D|N3|15m|oneshot|BTCUSD,358,BTCUSD,D,3,15,15,oneshot,primary,D|N3|15m|oneshot,train,358.0,1,0.3575,0.0726,-1.1135,-1.0,0.1711,0.058,0.00118,0.2303,-0.1577,26.0,-56.5,0.8,1.113,61.5,0.7869,3.171,52.5,35.8,64.2,0.0,409.5,1.02,0.7095,0.5112,0.352,3.0,45.0,90.0,0.842,0.445,4.0,1.042,1.073,-2.234,-0.0533,0.2067,-0.2949,-0.0189
D|N3|15m|oneshot|ETHUSD,419,ETHUSD,D,3,15,15,oneshot,primary,D|N3|15m|oneshot,train,419.0,1,0.3341,0.0024,-1.0858,-1.0,0.1069,0.0362,0.00067,0.1438,-0.1415,1.0,-59.3,0.814,1.004,77.3,1.2878,60.272,56.6,33.4,66.6,0.0,364.0,1.19,0.6945,0.5084,0.3341,3.0,45.0,90.0,0.742,0.481,4.0,1.025,0.035,-2.039,-0.1267,0.1384,-0.2722,-0.0031
D|N3|15m|oneshot|SOLUSD,437,SOLUSD,D,3,15,15,oneshot,primary,D|N3|15m|oneshot,train,419.9,1,0.3295,-0.0114,-1.074,-1.0,0.0881,0.0298,-0.00047,0.1174,-0.1289,-5.0,-56.3,0.828,0.983,81.5,1.5489,,51.5,33.0,67.0,0.0,359.0,1.24,0.6911,0.5149,0.3295,3.0,45.0,90.0,0.792,0.425,4.0,1.075,-0.162,-1.817,-0.1487,0.1259,-0.2666,0.0062
D|N3|15m|oneshot|XRPUSD,452,XRPUSD,D,3,15,15,oneshot,primary,D|N3|15m|oneshot,train,434.5,1,0.3363,0.0088,-1.0719,-1.0,0.0924,0.0313,0.00024,0.124,-0.1151,4.0,-52.0,0.845,1.013,54.2,1.4386,14.008,47.1,33.6,66.4,0.0,316.0,1.29,0.6726,0.5177,0.3363,3.0,45.0,90.0,0.867,0.447,4.0,1.074,0.155,-2.035,-0.104,0.115,-0.2196,-0.0026
D|N3|15m|level|BTCUSD,469,BTCUSD,D,3,15,15,level,primary,D|N3|15m|level,train,469.0,1,0.3177,0.0554,-1.1002,-1.0,1.3935,0.4724,0.00092,1.8668,-1.8114,26.0,-849.5,0.231,1.086,859.3,0.8466,33.674,49.7,35.2,64.8,0.6,230.0,1.33,0.6354,0.4883,0.3497,3.0,45.0,120.0,1.12,0.074,5.0,1.007,0.893,-1.974,-0.0661,0.177,-3.9347,-0.545
D|N3|15m|level|ETHUSD,529,ETHUSD,D,3,15,15,level,primary,D|N3|15m|level,train,529.0,1,0.3346,0.0662,-1.0735,-1.0,0.4039,0.1369,0.00091,0.5417,-0.4755,35.0,-251.6,0.557,1.103,266.8,1.3195,8.187,57.1,35.5,64.5,1.1,223.0,1.5,0.6749,0.5161,0.3516,3.0,45.0,105.0,0.994,-0.157,5.0,1.127,1.019,-3.551,-0.0643,0.1966,-0.7332,-0.217
D|N3|15m|level|SOLUSD,600,SOLUSD,D,3,15,15,level,primary,D|N3|15m|level,train,600.0,1,0.3233,-0.005,-1.0632,-1.0,0.8585,0.291,0.00108,1.1507,-1.1557,-3.0,-693.4,0.338,0.993,719.6,1.5959,,52.7,33.2,66.8,0.8,273.0,1.71,0.6583,0.5133,0.3317,3.0,45.0,105.0,0.983,0.1,5.0,1.07,-0.089,-2.063,-0.115,0.105,-2.3761,-0.2943
D|N3|15m|level|XRPUSD,634,XRPUSD,D,3,15,15,level,primary,D|N3|15m|level,train,634.0,1,0.3202,-0.0158,-1.0659,-1.0,0.342,0.1159,0.0019,0.4598,-0.4756,-10.0,-301.5,0.54,0.977,302.2,1.3699,,46.5,32.8,67.2,1.4,221.0,1.8,0.6388,0.4937,0.3281,3.0,45.0,105.0,1.168,-0.135,5.0,1.023,-0.298,-5.235,-0.1151,0.0883,-0.6604,-0.3058
D|N3|60m|oneshot|BTCUSD,110,BTCUSD,D,3,60,60,oneshot,primary,D|N3|60m|oneshot,train,110.0,1,0.3636,0.0909,-1.0543,-1.0,0.0867,0.0294,-0.00268,0.1135,-0.0226,10.0,-2.5,0.968,1.143,24.4,1.7049,1.248,50.9,36.4,63.6,0.0,1243.5,0.32,0.6364,0.4909,0.3545,3.0,180.0,300.0,0.866,0.527,4.0,0.945,0.637,-0.159,-0.1818,0.3636,-0.3254,0.2395
D|N3|60m|oneshot|ETHUSD,137,ETHUSD,D,3,60,60,oneshot,primary,D|N3|60m|oneshot,train,131.7,1,0.2482,-0.2555,-1.0547,-1.0,0.0555,0.0188,0.00033,0.0746,-0.3301,-35.0,-45.2,0.591,0.66,52.6,2.4791,,54.0,24.8,75.2,0.0,1226.0,0.39,0.6569,0.4526,0.2482,3.0,180.0,300.0,0.726,0.448,4.0,0.896,-2.499,-3.106,-0.4526,-0.0584,-0.5277,-0.1246
D|N3|60m|oneshot|SOLUSD,117,SOLUSD,D,3,60,60,oneshot,primary,D|N3|60m|oneshot,train,117.0,1,0.3162,-0.0513,-1.0501,-1.0,0.0499,0.0169,0.00239,0.0692,-0.1205,-6.0,-14.1,0.835,0.925,29.8,2.6342,,49.6,31.6,68.4,0.0,1064.0,0.34,0.7009,0.5128,0.3162,3.0,180.0,300.0,0.855,0.435,4.0,1.039,-0.393,-0.956,-0.3077,0.2051,-0.3758,0.1132
D|N3|60m|oneshot|XRPUSD,124,XRPUSD,D,3,60,60,oneshot,primary,D|N3|60m|oneshot,train,121.3,1,0.3387,0.0161,-1.0435,-1.0,0.0533,0.0181,0.00139,0.0727,-0.0566,2.0,-7.0,0.92,1.024,10.2,2.5396,4.509,51.6,33.9,66.1,0.0,1317.5,0.36,0.6694,0.4758,0.3387,3.0,180.0,300.0,0.632,0.532,4.0,0.87,0.17,-0.601,-0.1532,0.2097,-0.2433,0.1204
D|N3|60m|level|BTCUSD,142,BTCUSD,D,3,60,60,level,primary,D|N3|60m|level,train,142.0,1,0.3239,0.0141,-1.0546,-1.0,0.3915,0.1327,-0.00592,0.5183,-0.5042,2.0,-71.6,0.541,1.021,75.5,1.5839,36.8,60.6,33.8,66.2,0.7,1189.5,0.41,0.7042,0.4859,0.3239,3.0,180.0,420.0,1.337,0.066,6.0,0.993,0.153,-1.753,-0.1761,0.2042,-1.1464,-0.049
D|N3|60m|level|ETHUSD,277,ETHUSD,D,3,60,60,level,primary,D|N3|60m|level,train,277.0,1,0.3032,-0.0469,-1.0572,-1.0,0.4808,0.163,0.00103,0.6448,-0.6918,-13.0,-191.6,0.442,0.931,203.6,1.8109,,51.3,31.8,68.2,1.4,524.0,0.79,0.6968,0.5018,0.3177,3.0,180.0,420.0,1.175,-1.157,5.0,1.051,-0.533,-2.525,-0.2202,0.1264,-1.2997,-0.2499
D|N3|60m|level|SOLUSD,348,SOLUSD,D,3,60,60,level,primary,D|N3|60m|level,train,311.4,1,0.3276,-0.0,-1.0502,-1.0,0.1939,0.0657,0.00309,0.2627,-0.2627,-0.0,-91.4,0.69,1.0,103.5,1.7964,,52.9,33.3,66.7,0.0,266.0,1.0,0.6897,0.4828,0.3276,3.0,180.0,360.0,1.182,-1.58,6.0,0.964,-0.0,-2.789,-0.1552,0.1638,-0.4423,-0.0909
D|N3|60m|level|XRPUSD,249,XRPUSD,D,3,60,60,level,primary,D|N3|60m|level,train,249.0,1,0.3253,0.012,-1.0432,-1.0,0.3006,0.1019,0.00531,0.4078,-0.3958,3.0,-98.5,0.601,1.018,97.5,2.3998,33.85,51.8,33.7,66.3,0.4,460.0,0.71,0.6265,0.502,0.3333,3.0,180.0,420.0,1.125,-1.265,5.0,1.127,0.149,-2.599,-0.1446,0.1687,-0.7104,-0.1157
D|N5|5m|oneshot|BTCUSD,749,BTCUSD,D,5,5,5,oneshot,primary,D|N5|5m|oneshot,train,719.8,1,0.3231,-0.0267,-1.2055,-1.0,0.2624,0.0889,0.00042,0.3517,-0.3784,-20.0,-283.4,0.585,0.96,294.4,0.5313,,47.0,32.4,67.6,0.0,165.0,2.13,0.6782,0.4967,0.3244,5.0,25.0,45.0,1.054,0.546,6.0,0.996,-0.529,-6.941,-0.1228,0.0734,-0.4839,-0.2748
D|N5|5m|oneshot|ETHUSD,772,ETHUSD,D,5,5,5,oneshot,primary,D|N5|5m|oneshot,train,757.4,1,0.3264,-0.0207,-1.1172,-1.0,0.142,0.0481,0.00018,0.1904,-0.2111,-16.0,-163.0,0.737,0.969,170.7,0.929,,51.0,32.6,67.4,0.0,180.5,2.19,0.6632,0.4974,0.3264,5.0,25.0,45.0,0.99,0.554,6.0,0.972,-0.397,-3.928,-0.1256,0.0804,-0.3127,-0.1065
D|N5|5m|oneshot|SOLUSD,866,SOLUSD,D,5,5,5,oneshot,primary,D|N5|5m|oneshot,train,866.0,1,0.3395,0.0185,-1.0992,-1.0,0.1264,0.0428,-5e-05,0.1692,-0.1507,16.0,-130.5,0.804,1.028,137.1,1.0259,9.156,50.1,33.9,66.1,0.0,170.0,2.46,0.657,0.47,0.3395,5.0,25.0,40.0,1.127,0.558,5.0,0.862,0.433,-3.593,-0.0647,0.1016,-0.2306,-0.0674
D|N5|5m|oneshot|XRPUSD,771,XRPUSD,D,5,5,5,oneshot,primary,D|N5|5m|oneshot,train,751.4,1,0.3437,0.0311,-1.1049,-1.0,0.1407,0.0477,0.00146,0.1899,-0.1588,24.0,-122.4,0.797,1.047,125.1,0.9495,6.1,49.4,34.4,65.6,0.0,176.0,2.2,0.668,0.5019,0.3437,5.0,25.0,40.0,1.146,0.534,6.0,1.003,0.663,-3.33,-0.0545,0.1245,-0.2554,-0.067
D|N5|5m|level|BTCUSD,679,BTCUSD,D,5,5,5,level,primary,D|N5|5m|level,train,679.0,1,0.2784,-0.0722,-1.1873,-1.0,1.7433,0.591,0.0018,2.3361,-2.4083,-49.0,-1635.2,0.16,0.896,1644.0,0.5446,,58.2,30.9,69.1,1.6,122.0,1.93,0.6186,0.4683,0.3063,5.0,25.0,60.0,1.4,0.133,9.0,0.991,-1.278,-4.436,-0.1782,0.034,-3.6078,-1.4776
D|N5|5m|level|ETHUSD,741,ETHUSD,D,5,5,5,level,primary,D|N5|5m|level,train,741.0,1,0.3387,0.1174,-1.0838,-1.0,0.635,0.2153,0.00071,0.851,-0.7336,87.0,-543.6,0.446,1.187,548.4,1.0069,7.248,53.2,37.2,62.8,1.2,163.0,2.1,0.6869,0.5412,0.3711,5.0,25.0,60.0,1.278,0.212,8.0,1.316,2.14,-4.745,0.0161,0.2309,-1.0637,-0.4564
D|N5|5m|level|SOLUSD,836,SOLUSD,D,5,5,5,level,primary,D|N5|5m|level,train,836.0,1,0.3732,0.1591,-1.0662,-1.0,0.8854,0.3002,0.0013,1.1869,-1.0278,133.0,-859.2,0.391,1.259,902.4,1.2619,7.46,55.0,38.6,61.4,1.3,169.0,2.37,0.6627,0.5275,0.3864,5.0,25.0,60.0,1.338,0.21,9.0,1.287,3.067,-2.094,0.0586,0.2632,-2.1228,-0.3609
D|N5|5m|level|XRPUSD,995,XRPUSD,D,5,5,5,level,primary,D|N5|5m|level,train,995.0,1,0.2995,-0.0231,-1.0937,-1.0,0.8653,0.2933,0.00019,1.1589,-1.182,-23.0,-1176.1,0.302,0.966,1176.5,0.9758,,51.6,32.6,67.4,2.2,121.0,2.82,0.6462,0.4894,0.3256,5.0,25.0,60.0,1.388,-0.186,8.0,1.053,-0.526,-6.567,-0.1046,0.0643,-1.5594,-0.8617
D|N5|15m|oneshot|BTCUSD,257,BTCUSD,D,5,15,15,oneshot,primary,D|N5|15m|oneshot,train,240.9,1,0.3268,-0.0195,-1.125,-1.0,0.1432,0.0485,0.00034,0.1921,-0.2115,-5.0,-54.4,0.738,0.971,66.6,0.9642,,54.1,32.7,67.3,0.0,504.0,0.73,0.6342,0.4864,0.3268,5.0,75.0,120.0,1.114,0.606,6.0,0.952,-0.203,-2.213,-0.1946,0.1673,-0.3886,-0.0302
D|N5|15m|oneshot|ETHUSD,232,ETHUSD,D,5,15,15,oneshot,primary,D|N5|15m|oneshot,train,220.6,1,0.3879,0.1638,-1.0518,-1.0,0.0779,0.0264,0.00023,0.1046,0.0592,38.0,13.7,1.088,1.268,15.7,1.7307,0.639,51.3,38.8,61.2,0.0,720.0,0.67,0.7414,0.5905,0.3879,5.0,75.0,135.0,0.999,0.676,6.0,1.405,1.81,0.66,-0.0046,0.3319,-0.1082,0.2357
D|N5|15m|oneshot|SOLUSD,281,SOLUSD,D,5,15,15,oneshot,primary,D|N5|15m|oneshot,train,281.0,1,0.3132,-0.0605,-1.0605,-1.0,0.0686,0.0232,-0.00028,0.0916,-0.1521,-17.0,-42.7,0.797,0.912,57.2,1.9594,,53.4,31.3,68.7,0.0,612.0,0.8,0.6726,0.5053,0.3132,5.0,75.0,120.0,1.276,0.528,6.0,1.052,-0.87,-2.219,-0.1993,0.0783,-0.2909,-0.0222
D|N5|15m|oneshot|XRPUSD,288,XRPUSD,D,5,15,15,oneshot,primary,D|N5|15m|oneshot,train,273.4,1,0.3438,0.0312,-1.0636,-1.0,0.0818,0.0277,-0.00064,0.1089,-0.0777,9.0,-22.4,0.893,1.048,36.4,1.6182,3.486,49.3,34.4,65.6,0.0,511.0,0.82,0.7014,0.5243,0.3438,5.0,75.0,120.0,1.171,0.543,6.0,1.061,0.371,-0.949,-0.125,0.1875,-0.2337,0.0735
D|N5|15m|level|BTCUSD,332,BTCUSD,D,5,15,15,level,primary,D|N5|15m|level,train,332.0,1,0.3283,0.1024,-1.0994,-1.0,0.7688,0.2606,-0.0012,1.0282,-0.9258,34.0,-307.4,0.381,1.162,323.7,0.9243,10.04,57.5,36.7,63.3,1.2,339.0,0.94,0.6325,0.488,0.3614,5.0,75.0,165.0,1.477,0.128,8.0,1.045,1.224,-4.159,-0.0602,0.2651,-1.3489,-0.5009
D|N5|15m|level|ETHUSD,396,ETHUSD,D,5,15,15,level,primary,D|N5|15m|level,train,396.0,1,0.3182,-0.0303,-1.0632,-1.0,0.5052,0.1712,0.00415,0.6805,-0.7108,-12.0,-281.5,0.446,0.955,291.1,1.707,,54.5,32.3,67.7,1.8,382.5,1.13,0.6465,0.5076,0.3207,5.0,75.0,165.0,1.132,-0.37,8.0,1.145,-0.425,-3.648,-0.1742,0.1062,-1.0953,-0.3474
D|N5|15m|level|SOLUSD,550,SOLUSD,D,5,15,15,level,primary,D|N5|15m|level,train,550.0,1,0.3073,-0.0236,-1.0606,-1.0,0.7985,0.2707,0.00058,1.0697,-1.0933,-13.0,-601.3,0.331,0.965,607.9,1.52,,54.0,32.5,67.5,1.3,216.0,1.56,0.6545,0.5073,0.3255,5.0,75.0,165.0,1.256,-1.388,8.0,1.097,-0.38,-2.266,-0.1436,0.0965,-2.1841,-0.4547
D|N5|15m|level|XRPUSD,508,XRPUSD,D,5,15,15,level,primary,D|N5|15m|level,train,508.0,1,0.3209,0.0157,-1.0628,-1.0,0.3684,0.1249,0.00013,0.4934,-0.4777,8.0,-242.7,0.547,1.024,247.1,1.5291,31.333,51.0,33.9,66.1,1.4,209.5,1.45,0.6358,0.498,0.3386,5.0,75.0,165.0,1.562,-1.442,9.0,1.076,0.248,-4.896,-0.1084,0.1339,-0.6717,-0.2953
D|N5|60m|oneshot|BTCUSD,80,BTCUSD,D,5,60,60,oneshot,primary,D|N5|60m|oneshot,train,78.1,1,0.375,0.125,-1.0407,-1.0,0.0801,0.0271,6e-05,0.1073,0.0177,10.0,1.4,1.025,1.2,7.1,1.9734,0.858,47.5,37.5,62.5,0.0,1544.0,0.24,0.65,0.5375,0.375,5.0,300.0,630.0,0.921,0.629,6.0,1.099,1.081,0.154,-0.1,0.35,-0.2071,0.2267
D|N5|60m|oneshot|ETHUSD,88,ETHUSD,D,5,60,60,oneshot,primary,D|N5|60m|oneshot,train,84.0,1,0.2386,-0.2841,-1.0428,-1.0,0.0416,0.0141,-0.00071,0.055,-0.3391,-25.0,-29.8,0.578,0.627,36.7,3.3103,,51.1,23.9,76.1,0.0,1416.0,0.25,0.5682,0.3977,0.2386,5.0,300.0,540.0,0.928,0.642,5.0,0.637,-1.8,-2.138,-0.5568,0.0227,-0.6147,-0.0141
D|N5|60m|oneshot|SOLUSD,73,SOLUSD,D,5,60,60,oneshot,primary,D|N5|60m|oneshot,train,73.0,1,0.4384,0.3151,-1.0277,-1.0,0.0407,0.0138,0.00143,0.0559,0.2592,23.0,18.9,1.437,1.561,6.5,3.2954,0.177,49.3,43.8,56.2,0.0,1586.0,0.21,0.7808,0.5753,0.4384,5.0,300.0,420.0,1.461,0.446,4.0,1.354,2.138,1.764,0.0274,0.6027,-0.0293,0.5475
D|N5|60m|oneshot|XRPUSD,77,XRPUSD,D,5,60,60,oneshot,primary,D|N5|60m|oneshot,train,77.0,1,0.4416,0.3247,-1.0251,-1.0,0.0436,0.0148,0.00295,0.0614,0.2633,25.0,20.3,1.447,1.581,9.3,3.1536,0.189,57.1,44.2,55.8,0.0,1662.0,0.23,0.7403,0.5974,0.4416,5.0,300.0,420.0,0.873,0.679,5.0,1.521,2.188,1.775,0.0519,0.6364,-0.045,0.5398
D|N5|60m|level|BTCUSD,138,BTCUSD,D,5,60,60,level,primary,D|N5|60m|level,train,138.0,1,0.3478,0.0652,-1.0559,-1.0,0.3036,0.1029,0.00491,0.4114,-0.3462,9.0,-47.8,0.641,1.101,46.7,1.7486,6.308,47.1,35.5,64.5,0.0,868.5,0.4,0.6449,0.558,0.3333,5.0,300.0,660.0,1.571,-1.273,7.0,1.166,0.558,-1.935,-0.1522,0.2826,-0.7163,-0.0057
D|N5|60m|level|ETHUSD,264,ETHUSD,D,5,60,60,level,primary,D|N5|60m|level,train,264.0,1,0.2917,-0.0795,-1.0566,-1.0,0.613,0.2078,0.00247,0.8233,-0.9028,-21.0,-238.3,0.365,0.885,245.9,1.8542,,58.3,30.7,69.3,0.8,443.0,0.76,0.625,0.447,0.3068,5.0,300.0,600.0,1.504,-2.612,8.0,0.826,-0.936,-1.968,-0.25,0.0798,-1.9446,-0.2837
D|N5|60m|level|SOLUSD,272,SOLUSD,D,5,60,60,level,primary,D|N5|60m|level,train,272.0,1,0.3346,0.0368,-1.0456,-1.0,0.332,0.1125,0.00262,0.4472,-0.4104,10.0,-111.6,0.598,1.056,126.7,2.2579,12.163,51.8,34.6,65.4,0.7,415.0,0.78,0.6654,0.5074,0.3419,5.0,300.0,600.0,1.592,-1.922,9.0,1.054,0.459,-2.005,-0.1179,0.2022,-0.875,-0.0841
D|N5|60m|level|XRPUSD,227,XRPUSD,D,5,60,60,level,primary,D|N5|60m|level,train,227.0,1,0.3128,-0.0617,-1.0438,-1.0,0.4484,0.152,-0.00754,0.5929,-0.6546,-14.0,-148.6,0.46,0.91,152.6,2.7674,,52.9,31.3,68.7,0.4,530.0,0.65,0.6828,0.5022,0.3084,5.0,300.0,660.0,1.502,-1.975,7.0,1.08,-0.666,-2.581,-0.2467,0.1233,-1.2109,-0.2134
D|N8|5m|oneshot|BTCUSD,459,BTCUSD,D,8,5,5,oneshot,primary,D|N8|5m|oneshot,train,459.0,1,0.3638,0.0915,-1.1421,-1.0,0.2132,0.0723,-0.00026,0.2852,-0.1937,42.0,-88.9,0.762,1.144,115.4,0.6622,3.117,48.8,36.4,63.6,0.0,260.0,1.3,0.6906,0.5229,0.3617,8.0,40.0,65.0,1.303,0.643,9.0,1.139,1.299,-2.758,-0.0458,0.2288,-0.3342,-0.0605
D|N8|5m|oneshot|ETHUSD,561,ETHUSD,D,8,5,5,oneshot,primary,D|N8|5m|oneshot,train,561.0,1,0.3333,0.0,-1.0997,-1.0,0.1217,0.0412,0.0003,0.1632,-0.1632,0.0,-91.6,0.79,1.0,103.4,1.0775,,51.7,33.3,66.7,0.0,246.0,1.59,0.6631,0.4955,0.3333,8.0,40.0,65.0,1.302,0.659,9.0,0.983,0.0,-2.493,-0.123,0.123,-0.2873,-0.0341
D|N8|5m|oneshot|SOLUSD,543,SOLUSD,D,8,5,5,oneshot,primary,D|N8|5m|oneshot,train,523.8,1,0.3407,0.0221,-1.0835,-1.0,0.0987,0.0335,-0.0001,0.1321,-0.11,12.0,-59.7,0.853,1.034,84.1,1.3798,5.978,53.6,34.1,65.9,0.0,282.0,1.54,0.6888,0.4991,0.3407,8.0,40.0,60.0,1.443,0.692,8.0,0.987,0.352,-1.706,-0.0994,0.1436,-0.2363,0.0143
D|N8|5m|oneshot|XRPUSD,542,XRPUSD,D,8,5,5,oneshot,primary,D|N8|5m|oneshot,train,526.9,1,0.3247,-0.0258,-1.0859,-1.0,0.1118,0.0379,0.00027,0.15,-0.1759,-14.0,-95.3,0.773,0.962,100.2,1.2117,,48.2,32.5,67.5,0.0,267.0,1.55,0.6661,0.5037,0.3247,8.0,40.0,65.0,1.464,0.584,9.0,1.018,-0.486,-3.214,-0.131,0.0739,-0.2825,-0.0677
D|N8|5m|level|BTCUSD,582,BTCUSD,D,8,5,5,level,primary,D|N8|5m|level,train,582.0,1,0.2784,-0.0103,-1.1566,-1.0,3.0833,1.0452,0.00162,4.1301,-4.1404,-6.0,-2409.7,0.098,0.985,2422.7,0.6143,,58.6,33.0,67.0,1.4,109.0,1.65,0.6151,0.4691,0.3282,8.0,40.0,95.0,1.679,-1.18,15.0,0.971,-0.174,-3.341,-0.1237,0.1082,-6.8362,-2.0722
D|N8|5m|level|ETHUSD,669,ETHUSD,D,8,5,5,level,primary,D|N8|5m|level,train,669.0,1,0.3079,0.0179,-1.0854,-1.0,1.1658,0.3952,-0.00131,1.5597,-1.5418,12.0,-1031.5,0.256,1.027,1031.2,1.016,86.954,54.6,33.9,66.1,2.4,127.0,1.9,0.6248,0.4664,0.3363,8.0,40.0,90.0,1.464,-0.724,12.0,0.984,0.321,-4.337,-0.0897,0.13,-2.2867,-0.9111
